Date,Year,Month,beef_qty,veal_qty,milk_lag_y0m0,milk_lag_y0m1,milk_lag_y0m2,milk_lag_y0m3,milk_lag_y0m4,milk_lag_y0m5,milk_lag_y0m6,milk_lag_y0m7,milk_lag_y0m8,milk_lag_y0m9,milk_lag_y0m10,milk_lag_y0m11,milk_lag_y0m12,milk_lag_y1m1,milk_lag_y1m2,milk_lag_y1m3,milk_lag_y1m4,milk_lag_y1m5,milk_lag_y1m6,milk_lag_y1m7,milk_lag_y1m8,milk_lag_y1m9,milk_lag_y1m10,milk_lag_y1m11,milk_lag_y1m12,milk_lag_y2m1,milk_lag_y2m2,milk_lag_y2m3,milk_lag_y2m4,milk_lag_y2m5,milk_lag_y2m6,milk_lag_y2m7,milk_lag_y2m8,milk_lag_y2m9,milk_lag_y2m10,milk_lag_y2m11,milk_lag_y2m12,milk_lag_y3m1,milk_lag_y3m2,milk_lag_y3m3,milk_lag_y3m4,milk_lag_y3m5,milk_lag_y3m6,milk_lag_y3m7,milk_lag_y3m8,milk_lag_y3m9,milk_lag_y3m10,milk_lag_y3m11,milk_lag_y3m12,milk_lag_y4m1,milk_lag_y4m2,milk_lag_y4m3,milk_lag_y4m4,milk_lag_y4m5,milk_lag_y4m6,milk_lag_y4m7,milk_lag_y4m8,milk_lag_y4m9,milk_lag_y4m10,milk_lag_y4m11,milk_lag_y4m12,milk_lag_y5m1,milk_lag_y5m2,milk_lag_y5m3,milk_lag_y5m4,milk_lag_y5m5,milk_lag_y5m6,milk_lag_y5m7,milk_lag_y5m8,milk_lag_y5m9,milk_lag_y5m10,milk_lag_y5m11,milk_lag_y5m12,milk_lag_y6m1,milk_lag_y6m2,milk_lag_y6m3,milk_lag_y6m4,milk_lag_y6m5,milk_lag_y6m6,milk_lag_y6m7,milk_lag_y6m8,milk_lag_y6m9,milk_lag_y6m10,milk_lag_y6m11,milk_lag_y6m12,milk_lag_y7m1,milk_lag_y7m2,milk_lag_y7m3,milk_lag_y7m4,milk_lag_y7m5,milk_lag_y7m6,milk_lag_y7m7,milk_lag_y7m8,milk_lag_y7m9,milk_lag_y7m10,milk_lag_y7m11,milk_lag_y7m12
8/1/2000,2000,8,2437,17,13766,14086,13989,14774,14380,14752,13582,14242,13849,13140,13410,12954,13348,13430,13625,14453,13919,14250,12593,13618,13345,12602,12921,12395,12932,13159,13276,13992,13485,13692,12188,13275,12938,12325,12768,12362,13000,13265,13325,13870,13379,13649,12104,13106,12895,12288,12684,12197,12594,12773,12815,13561,13211,13509,12411,13068,12795,12232,12674,12316,12751,13141,13267,13868,13330,13622,12126,13170,12878,12319,12747,12336,12828,13021,13072,13711,13104,13243,11645,12698,12414,11826,12247,11919,12439,12850,12935,13509,12919,13129,11724,12725,12578,11978,12379,12012,12505
9/1/2000,2000,9,2275,17,13210,13766,14086,13989,14774,14380,14752,13582,14242,13849,13140,13410,12954,13348,13430,13625,14453,13919,14250,12593,13618,13345,12602,12921,12395,12932,13159,13276,13992,13485,13692,12188,13275,12938,12325,12768,12362,13000,13265,13325,13870,13379,13649,12104,13106,12895,12288,12684,12197,12594,12773,12815,13561,13211,13509,12411,13068,12795,12232,12674,12316,12751,13141,13267,13868,13330,13622,12126,13170,12878,12319,12747,12336,12828,13021,13072,13711,13104,13243,11645,12698,12414,11826,12247,11919,12439,12850,12935,13509,12919,13129,11724,12725,12578,11978,12379,12012
10/1/2000,2000,10,2345,18,13691,13210,13766,14086,13989,14774,14380,14752,13582,14242,13849,13140,13410,12954,13348,13430,13625,14453,13919,14250,12593,13618,13345,12602,12921,12395,12932,13159,13276,13992,13485,13692,12188,13275,12938,12325,12768,12362,13000,13265,13325,13870,13379,13649,12104,13106,12895,12288,12684,12197,12594,12773,12815,13561,13211,13509,12411,13068,12795,12232,12674,12316,12751,13141,13267,13868,13330,13622,12126,13170,12878,12319,12747,12336,12828,13021,13072,13711,13104,13243,11645,12698,12414,11826,12247,11919,12439,12850,12935,13509,12919,13129,11724,12725,12578,11978,12379
11/1/2000,2000,11,2169,18,13172,13691,13210,13766,14086,13989,14774,14380,14752,13582,14242,13849,13140,13410,12954,13348,13430,13625,14453,13919,14250,12593,13618,13345,12602,12921,12395,12932,13159,13276,13992,13485,13692,12188,13275,12938,12325,12768,12362,13000,13265,13325,13870,13379,13649,12104,13106,12895,12288,12684,12197,12594,12773,12815,13561,13211,13509,12411,13068,12795,12232,12674,12316,12751,13141,13267,13868,13330,13622,12126,13170,12878,12319,12747,12336,12828,13021,13072,13711,13104,13243,11645,12698,12414,11826,12247,11919,12439,12850,12935,13509,12919,13129,11724,12725,12578,11978
12/1/2000,2000,12,1997,18,13749,13172,13691,13210,13766,14086,13989,14774,14380,14752,13582,14242,13849,13140,13410,12954,13348,13430,13625,14453,13919,14250,12593,13618,13345,12602,12921,12395,12932,13159,13276,13992,13485,13692,12188,13275,12938,12325,12768,12362,13000,13265,13325,13870,13379,13649,12104,13106,12895,12288,12684,12197,12594,12773,12815,13561,13211,13509,12411,13068,12795,12232,12674,12316,12751,13141,13267,13868,13330,13622,12126,13170,12878,12319,12747,12336,12828,13021,13072,13711,13104,13243,11645,12698,12414,11826,12247,11919,12439,12850,12935,13509,12919,13129,11724,12725,12578
1/1/2001,2001,1,2205,18,14003,13749,13172,13691,13210,13766,14086,13989,14774,14380,14752,13582,14242,13849,13140,13410,12954,13348,13430,13625,14453,13919,14250,12593,13618,13345,12602,12921,12395,12932,13159,13276,13992,13485,13692,12188,13275,12938,12325,12768,12362,13000,13265,13325,13870,13379,13649,12104,13106,12895,12288,12684,12197,12594,12773,12815,13561,13211,13509,12411,13068,12795,12232,12674,12316,12751,13141,13267,13868,13330,13622,12126,13170,12878,12319,12747,12336,12828,13021,13072,13711,13104,13243,11645,12698,12414,11826,12247,11919,12439,12850,12935,13509,12919,13129,11724,12725
2/1/2001,2001,2,1881,16,12867,14003,13749,13172,13691,13210,13766,14086,13989,14774,14380,14752,13582,14242,13849,13140,13410,12954,13348,13430,13625,14453,13919,14250,12593,13618,13345,12602,12921,12395,12932,13159,13276,13992,13485,13692,12188,13275,12938,12325,12768,12362,13000,13265,13325,13870,13379,13649,12104,13106,12895,12288,12684,12197,12594,12773,12815,13561,13211,13509,12411,13068,12795,12232,12674,12316,12751,13141,13267,13868,13330,13622,12126,13170,12878,12319,12747,12336,12828,13021,13072,13711,13104,13243,11645,12698,12414,11826,12247,11919,12439,12850,12935,13509,12919,13129,11724
3/1/2001,2001,3,2096,16,14380,12867,14003,13749,13172,13691,13210,13766,14086,13989,14774,14380,14752,13582,14242,13849,13140,13410,12954,13348,13430,13625,14453,13919,14250,12593,13618,13345,12602,12921,12395,12932,13159,13276,13992,13485,13692,12188,13275,12938,12325,12768,12362,13000,13265,13325,13870,13379,13649,12104,13106,12895,12288,12684,12197,12594,12773,12815,13561,13211,13509,12411,13068,12795,12232,12674,12316,12751,13141,13267,13868,13330,13622,12126,13170,12878,12319,12747,12336,12828,13021,13072,13711,13104,13243,11645,12698,12414,11826,12247,11919,12439,12850,12935,13509,12919,13129
4/1/2001,2001,4,1939,15,14077,14380,12867,14003,13749,13172,13691,13210,13766,14086,13989,14774,14380,14752,13582,14242,13849,13140,13410,12954,13348,13430,13625,14453,13919,14250,12593,13618,13345,12602,12921,12395,12932,13159,13276,13992,13485,13692,12188,13275,12938,12325,12768,12362,13000,13265,13325,13870,13379,13649,12104,13106,12895,12288,12684,12197,12594,12773,12815,13561,13211,13509,12411,13068,12795,12232,12674,12316,12751,13141,13267,13868,13330,13622,12126,13170,12878,12319,12747,12336,12828,13021,13072,13711,13104,13243,11645,12698,12414,11826,12247,11919,12439,12850,12935,13509,12919
5/1/2001,2001,5,2294,16,14649,14077,14380,12867,14003,13749,13172,13691,13210,13766,14086,13989,14774,14380,14752,13582,14242,13849,13140,13410,12954,13348,13430,13625,14453,13919,14250,12593,13618,13345,12602,12921,12395,12932,13159,13276,13992,13485,13692,12188,13275,12938,12325,12768,12362,13000,13265,13325,13870,13379,13649,12104,13106,12895,12288,12684,12197,12594,12773,12815,13561,13211,13509,12411,13068,12795,12232,12674,12316,12751,13141,13267,13868,13330,13622,12126,13170,12878,12319,12747,12336,12828,13021,13072,13711,13104,13243,11645,12698,12414,11826,12247,11919,12439,12850,12935,13509
6/1/2001,2001,6,2269,16,13959,14649,14077,14380,12867,14003,13749,13172,13691,13210,13766,14086,13989,14774,14380,14752,13582,14242,13849,13140,13410,12954,13348,13430,13625,14453,13919,14250,12593,13618,13345,12602,12921,12395,12932,13159,13276,13992,13485,13692,12188,13275,12938,12325,12768,12362,13000,13265,13325,13870,13379,13649,12104,13106,12895,12288,12684,12197,12594,12773,12815,13561,13211,13509,12411,13068,12795,12232,12674,12316,12751,13141,13267,13868,13330,13622,12126,13170,12878,12319,12747,12336,12828,13021,13072,13711,13104,13243,11645,12698,12414,11826,12247,11919,12439,12850,12935
7/1/2001,2001,7,2177,16,13849,13959,14649,14077,14380,12867,14003,13749,13172,13691,13210,13766,14086,13989,14774,14380,14752,13582,14242,13849,13140,13410,12954,13348,13430,13625,14453,13919,14250,12593,13618,13345,12602,12921,12395,12932,13159,13276,13992,13485,13692,12188,13275,12938,12325,12768,12362,13000,13265,13325,13870,13379,13649,12104,13106,12895,12288,12684,12197,12594,12773,12815,13561,13211,13509,12411,13068,12795,12232,12674,12316,12751,13141,13267,13868,13330,13622,12126,13170,12878,12319,12747,12336,12828,13021,13072,13711,13104,13243,11645,12698,12414,11826,12247,11919,12439,12850
8/1/2001,2001,8,2425,17,13537,13849,13959,14649,14077,14380,12867,14003,13749,13172,13691,13210,13766,14086,13989,14774,14380,14752,13582,14242,13849,13140,13410,12954,13348,13430,13625,14453,13919,14250,12593,13618,13345,12602,12921,12395,12932,13159,13276,13992,13485,13692,12188,13275,12938,12325,12768,12362,13000,13265,13325,13870,13379,13649,12104,13106,12895,12288,12684,12197,12594,12773,12815,13561,13211,13509,12411,13068,12795,12232,12674,12316,12751,13141,13267,13868,13330,13622,12126,13170,12878,12319,12747,12336,12828,13021,13072,13711,13104,13243,11645,12698,12414,11826,12247,11919,12439
9/1/2001,2001,9,2121,15,13122,13537,13849,13959,14649,14077,14380,12867,14003,13749,13172,13691,13210,13766,14086,13989,14774,14380,14752,13582,14242,13849,13140,13410,12954,13348,13430,13625,14453,13919,14250,12593,13618,13345,12602,12921,12395,12932,13159,13276,13992,13485,13692,12188,13275,12938,12325,12768,12362,13000,13265,13325,13870,13379,13649,12104,13106,12895,12288,12684,12197,12594,12773,12815,13561,13211,13509,12411,13068,12795,12232,12674,12316,12751,13141,13267,13868,13330,13622,12126,13170,12878,12319,12747,12336,12828,13021,13072,13711,13104,13243,11645,12698,12414,11826,12247,11919
10/1/2001,2001,10,2389,18,13598,13122,13537,13849,13959,14649,14077,14380,12867,14003,13749,13172,13691,13210,13766,14086,13989,14774,14380,14752,13582,14242,13849,13140,13410,12954,13348,13430,13625,14453,13919,14250,12593,13618,13345,12602,12921,12395,12932,13159,13276,13992,13485,13692,12188,13275,12938,12325,12768,12362,13000,13265,13325,13870,13379,13649,12104,13106,12895,12288,12684,12197,12594,12773,12815,13561,13211,13509,12411,13068,12795,12232,12674,12316,12751,13141,13267,13868,13330,13622,12126,13170,12878,12319,12747,12336,12828,13021,13072,13711,13104,13243,11645,12698,12414,11826,12247
11/1/2001,2001,11,2201,16,13303,13598,13122,13537,13849,13959,14649,14077,14380,12867,14003,13749,13172,13691,13210,13766,14086,13989,14774,14380,14752,13582,14242,13849,13140,13410,12954,13348,13430,13625,14453,13919,14250,12593,13618,13345,12602,12921,12395,12932,13159,13276,13992,13485,13692,12188,13275,12938,12325,12768,12362,13000,13265,13325,13870,13379,13649,12104,13106,12895,12288,12684,12197,12594,12773,12815,13561,13211,13509,12411,13068,12795,12232,12674,12316,12751,13141,13267,13868,13330,13622,12126,13170,12878,12319,12747,12336,12828,13021,13072,13711,13104,13243,11645,12698,12414,11826
12/1/2001,2001,12,2110,16,13988,13303,13598,13122,13537,13849,13959,14649,14077,14380,12867,14003,13749,13172,13691,13210,13766,14086,13989,14774,14380,14752,13582,14242,13849,13140,13410,12954,13348,13430,13625,14453,13919,14250,12593,13618,13345,12602,12921,12395,12932,13159,13276,13992,13485,13692,12188,13275,12938,12325,12768,12362,13000,13265,13325,13870,13379,13649,12104,13106,12895,12288,12684,12197,12594,12773,12815,13561,13211,13509,12411,13068,12795,12232,12674,12316,12751,13141,13267,13868,13330,13622,12126,13170,12878,12319,12747,12336,12828,13021,13072,13711,13104,13243,11645,12698,12414
1/1/2002,2002,1,2331,17,14321,13988,13303,13598,13122,13537,13849,13959,14649,14077,14380,12867,14003,13749,13172,13691,13210,13766,14086,13989,14774,14380,14752,13582,14242,13849,13140,13410,12954,13348,13430,13625,14453,13919,14250,12593,13618,13345,12602,12921,12395,12932,13159,13276,13992,13485,13692,12188,13275,12938,12325,12768,12362,13000,13265,13325,13870,13379,13649,12104,13106,12895,12288,12684,12197,12594,12773,12815,13561,13211,13509,12411,13068,12795,12232,12674,12316,12751,13141,13267,13868,13330,13622,12126,13170,12878,12319,12747,12336,12828,13021,13072,13711,13104,13243,11645,12698
2/1/2002,2002,2,1987,14,13259,14321,13988,13303,13598,13122,13537,13849,13959,14649,14077,14380,12867,14003,13749,13172,13691,13210,13766,14086,13989,14774,14380,14752,13582,14242,13849,13140,13410,12954,13348,13430,13625,14453,13919,14250,12593,13618,13345,12602,12921,12395,12932,13159,13276,13992,13485,13692,12188,13275,12938,12325,12768,12362,13000,13265,13325,13870,13379,13649,12104,13106,12895,12288,12684,12197,12594,12773,12815,13561,13211,13509,12411,13068,12795,12232,12674,12316,12751,13141,13267,13868,13330,13622,12126,13170,12878,12319,12747,12336,12828,13021,13072,13711,13104,13243,11645
3/1/2002,2002,3,2059,15,14905,13259,14321,13988,13303,13598,13122,13537,13849,13959,14649,14077,14380,12867,14003,13749,13172,13691,13210,13766,14086,13989,14774,14380,14752,13582,14242,13849,13140,13410,12954,13348,13430,13625,14453,13919,14250,12593,13618,13345,12602,12921,12395,12932,13159,13276,13992,13485,13692,12188,13275,12938,12325,12768,12362,13000,13265,13325,13870,13379,13649,12104,13106,12895,12288,12684,12197,12594,12773,12815,13561,13211,13509,12411,13068,12795,12232,12674,12316,12751,13141,13267,13868,13330,13622,12126,13170,12878,12319,12747,12336,12828,13021,13072,13711,13104,13243
4/1/2002,2002,4,2195,16,14620,14905,13259,14321,13988,13303,13598,13122,13537,13849,13959,14649,14077,14380,12867,14003,13749,13172,13691,13210,13766,14086,13989,14774,14380,14752,13582,14242,13849,13140,13410,12954,13348,13430,13625,14453,13919,14250,12593,13618,13345,12602,12921,12395,12932,13159,13276,13992,13485,13692,12188,13275,12938,12325,12768,12362,13000,13265,13325,13870,13379,13649,12104,13106,12895,12288,12684,12197,12594,12773,12815,13561,13211,13509,12411,13068,12795,12232,12674,12316,12751,13141,13267,13868,13330,13622,12126,13170,12878,12319,12747,12336,12828,13021,13072,13711,13104
5/1/2002,2002,5,2336,16,15144,14620,14905,13259,14321,13988,13303,13598,13122,13537,13849,13959,14649,14077,14380,12867,14003,13749,13172,13691,13210,13766,14086,13989,14774,14380,14752,13582,14242,13849,13140,13410,12954,13348,13430,13625,14453,13919,14250,12593,13618,13345,12602,12921,12395,12932,13159,13276,13992,13485,13692,12188,13275,12938,12325,12768,12362,13000,13265,13325,13870,13379,13649,12104,13106,12895,12288,12684,12197,12594,12773,12815,13561,13211,13509,12411,13068,12795,12232,12674,12316,12751,13141,13267,13868,13330,13622,12126,13170,12878,12319,12747,12336,12828,13021,13072,13711
6/1/2002,2002,6,2302,15,14325,15144,14620,14905,13259,14321,13988,13303,13598,13122,13537,13849,13959,14649,14077,14380,12867,14003,13749,13172,13691,13210,13766,14086,13989,14774,14380,14752,13582,14242,13849,13140,13410,12954,13348,13430,13625,14453,13919,14250,12593,13618,13345,12602,12921,12395,12932,13159,13276,13992,13485,13692,12188,13275,12938,12325,12768,12362,13000,13265,13325,13870,13379,13649,12104,13106,12895,12288,12684,12197,12594,12773,12815,13561,13211,13509,12411,13068,12795,12232,12674,12316,12751,13141,13267,13868,13330,13622,12126,13170,12878,12319,12747,12336,12828,13021,13072
7/1/2002,2002,7,2427,17,14225,14325,15144,14620,14905,13259,14321,13988,13303,13598,13122,13537,13849,13959,14649,14077,14380,12867,14003,13749,13172,13691,13210,13766,14086,13989,14774,14380,14752,13582,14242,13849,13140,13410,12954,13348,13430,13625,14453,13919,14250,12593,13618,13345,12602,12921,12395,12932,13159,13276,13992,13485,13692,12188,13275,12938,12325,12768,12362,13000,13265,13325,13870,13379,13649,12104,13106,12895,12288,12684,12197,12594,12773,12815,13561,13211,13509,12411,13068,12795,12232,12674,12316,12751,13141,13267,13868,13330,13622,12126,13170,12878,12319,12747,12336,12828,13021
8/1/2002,2002,8,2469,17,14145,14225,14325,15144,14620,14905,13259,14321,13988,13303,13598,13122,13537,13849,13959,14649,14077,14380,12867,14003,13749,13172,13691,13210,13766,14086,13989,14774,14380,14752,13582,14242,13849,13140,13410,12954,13348,13430,13625,14453,13919,14250,12593,13618,13345,12602,12921,12395,12932,13159,13276,13992,13485,13692,12188,13275,12938,12325,12768,12362,13000,13265,13325,13870,13379,13649,12104,13106,12895,12288,12684,12197,12594,12773,12815,13561,13211,13509,12411,13068,12795,12232,12674,12316,12751,13141,13267,13868,13330,13622,12126,13170,12878,12319,12747,12336,12828
9/1/2002,2002,9,2201,16,13476,14145,14225,14325,15144,14620,14905,13259,14321,13988,13303,13598,13122,13537,13849,13959,14649,14077,14380,12867,14003,13749,13172,13691,13210,13766,14086,13989,14774,14380,14752,13582,14242,13849,13140,13410,12954,13348,13430,13625,14453,13919,14250,12593,13618,13345,12602,12921,12395,12932,13159,13276,13992,13485,13692,12188,13275,12938,12325,12768,12362,13000,13265,13325,13870,13379,13649,12104,13106,12895,12288,12684,12197,12594,12773,12815,13561,13211,13509,12411,13068,12795,12232,12674,12316,12751,13141,13267,13868,13330,13622,12126,13170,12878,12319,12747,12336
10/1/2002,2002,10,2512,19,13897,13476,14145,14225,14325,15144,14620,14905,13259,14321,13988,13303,13598,13122,13537,13849,13959,14649,14077,14380,12867,14003,13749,13172,13691,13210,13766,14086,13989,14774,14380,14752,13582,14242,13849,13140,13410,12954,13348,13430,13625,14453,13919,14250,12593,13618,13345,12602,12921,12395,12932,13159,13276,13992,13485,13692,12188,13275,12938,12325,12768,12362,13000,13265,13325,13870,13379,13649,12104,13106,12895,12288,12684,12197,12594,12773,12815,13561,13211,13509,12411,13068,12795,12232,12674,12316,12751,13141,13267,13868,13330,13622,12126,13170,12878,12319,12747
11/1/2002,2002,11,2164,17,13499,13897,13476,14145,14225,14325,15144,14620,14905,13259,14321,13988,13303,13598,13122,13537,13849,13959,14649,14077,14380,12867,14003,13749,13172,13691,13210,13766,14086,13989,14774,14380,14752,13582,14242,13849,13140,13410,12954,13348,13430,13625,14453,13919,14250,12593,13618,13345,12602,12921,12395,12932,13159,13276,13992,13485,13692,12188,13275,12938,12325,12768,12362,13000,13265,13325,13870,13379,13649,12104,13106,12895,12288,12684,12197,12594,12773,12815,13561,13211,13509,12411,13068,12795,12232,12674,12316,12751,13141,13267,13868,13330,13622,12126,13170,12878,12319
12/1/2002,2002,12,2107,18,14247,13499,13897,13476,14145,14225,14325,15144,14620,14905,13259,14321,13988,13303,13598,13122,13537,13849,13959,14649,14077,14380,12867,14003,13749,13172,13691,13210,13766,14086,13989,14774,14380,14752,13582,14242,13849,13140,13410,12954,13348,13430,13625,14453,13919,14250,12593,13618,13345,12602,12921,12395,12932,13159,13276,13992,13485,13692,12188,13275,12938,12325,12768,12362,13000,13265,13325,13870,13379,13649,12104,13106,12895,12288,12684,12197,12594,12773,12815,13561,13211,13509,12411,13068,12795,12232,12674,12316,12751,13141,13267,13868,13330,13622,12126,13170,12878
1/1/2003,2003,1,2291,18,14599,14247,13499,13897,13476,14145,14225,14325,15144,14620,14905,13259,14321,13988,13303,13598,13122,13537,13849,13959,14649,14077,14380,12867,14003,13749,13172,13691,13210,13766,14086,13989,14774,14380,14752,13582,14242,13849,13140,13410,12954,13348,13430,13625,14453,13919,14250,12593,13618,13345,12602,12921,12395,12932,13159,13276,13992,13485,13692,12188,13275,12938,12325,12768,12362,13000,13265,13325,13870,13379,13649,12104,13106,12895,12288,12684,12197,12594,12773,12815,13561,13211,13509,12411,13068,12795,12232,12674,12316,12751,13141,13267,13868,13330,13622,12126,13170
2/1/2003,2003,2,1942,16,13448,14599,14247,13499,13897,13476,14145,14225,14325,15144,14620,14905,13259,14321,13988,13303,13598,13122,13537,13849,13959,14649,14077,14380,12867,14003,13749,13172,13691,13210,13766,14086,13989,14774,14380,14752,13582,14242,13849,13140,13410,12954,13348,13430,13625,14453,13919,14250,12593,13618,13345,12602,12921,12395,12932,13159,13276,13992,13485,13692,12188,13275,12938,12325,12768,12362,13000,13265,13325,13870,13379,13649,12104,13106,12895,12288,12684,12197,12594,12773,12815,13561,13211,13509,12411,13068,12795,12232,12674,12316,12751,13141,13267,13868,13330,13622,12126
3/1/2003,2003,3,2048,17,15044,13448,14599,14247,13499,13897,13476,14145,14225,14325,15144,14620,14905,13259,14321,13988,13303,13598,13122,13537,13849,13959,14649,14077,14380,12867,14003,13749,13172,13691,13210,13766,14086,13989,14774,14380,14752,13582,14242,13849,13140,13410,12954,13348,13430,13625,14453,13919,14250,12593,13618,13345,12602,12921,12395,12932,13159,13276,13992,13485,13692,12188,13275,12938,12325,12768,12362,13000,13265,13325,13870,13379,13649,12104,13106,12895,12288,12684,12197,12594,12773,12815,13561,13211,13509,12411,13068,12795,12232,12674,12316,12751,13141,13267,13868,13330,13622
4/1/2003,2003,4,2151,16,14641,15044,13448,14599,14247,13499,13897,13476,14145,14225,14325,15144,14620,14905,13259,14321,13988,13303,13598,13122,13537,13849,13959,14649,14077,14380,12867,14003,13749,13172,13691,13210,13766,14086,13989,14774,14380,14752,13582,14242,13849,13140,13410,12954,13348,13430,13625,14453,13919,14250,12593,13618,13345,12602,12921,12395,12932,13159,13276,13992,13485,13692,12188,13275,12938,12325,12768,12362,13000,13265,13325,13870,13379,13649,12104,13106,12895,12288,12684,12197,12594,12773,12815,13561,13211,13509,12411,13068,12795,12232,12674,12316,12751,13141,13267,13868,13330
5/1/2003,2003,5,2360,16,15011,14641,15044,13448,14599,14247,13499,13897,13476,14145,14225,14325,15144,14620,14905,13259,14321,13988,13303,13598,13122,13537,13849,13959,14649,14077,14380,12867,14003,13749,13172,13691,13210,13766,14086,13989,14774,14380,14752,13582,14242,13849,13140,13410,12954,13348,13430,13625,14453,13919,14250,12593,13618,13345,12602,12921,12395,12932,13159,13276,13992,13485,13692,12188,13275,12938,12325,12768,12362,13000,13265,13325,13870,13379,13649,12104,13106,12895,12288,12684,12197,12594,12773,12815,13561,13211,13509,12411,13068,12795,12232,12674,12316,12751,13141,13267,13868
6/1/2003,2003,6,2391,15,14337,15011,14641,15044,13448,14599,14247,13499,13897,13476,14145,14225,14325,15144,14620,14905,13259,14321,13988,13303,13598,13122,13537,13849,13959,14649,14077,14380,12867,14003,13749,13172,13691,13210,13766,14086,13989,14774,14380,14752,13582,14242,13849,13140,13410,12954,13348,13430,13625,14453,13919,14250,12593,13618,13345,12602,12921,12395,12932,13159,13276,13992,13485,13692,12188,13275,12938,12325,12768,12362,13000,13265,13325,13870,13379,13649,12104,13106,12895,12288,12684,12197,12594,12773,12815,13561,13211,13509,12411,13068,12795,12232,12674,12316,12751,13141,13267
7/1/2003,2003,7,2439,15,14257,14337,15011,14641,15044,13448,14599,14247,13499,13897,13476,14145,14225,14325,15144,14620,14905,13259,14321,13988,13303,13598,13122,13537,13849,13959,14649,14077,14380,12867,14003,13749,13172,13691,13210,13766,14086,13989,14774,14380,14752,13582,14242,13849,13140,13410,12954,13348,13430,13625,14453,13919,14250,12593,13618,13345,12602,12921,12395,12932,13159,13276,13992,13485,13692,12188,13275,12938,12325,12768,12362,13000,13265,13325,13870,13379,13649,12104,13106,12895,12288,12684,12197,12594,12773,12815,13561,13211,13509,12411,13068,12795,12232,12674,12316,12751,13141
8/1/2003,2003,8,2328,14,14017,14257,14337,15011,14641,15044,13448,14599,14247,13499,13897,13476,14145,14225,14325,15144,14620,14905,13259,14321,13988,13303,13598,13122,13537,13849,13959,14649,14077,14380,12867,14003,13749,13172,13691,13210,13766,14086,13989,14774,14380,14752,13582,14242,13849,13140,13410,12954,13348,13430,13625,14453,13919,14250,12593,13618,13345,12602,12921,12395,12932,13159,13276,13992,13485,13692,12188,13275,12938,12325,12768,12362,13000,13265,13325,13870,13379,13649,12104,13106,12895,12288,12684,12197,12594,12773,12815,13561,13211,13509,12411,13068,12795,12232,12674,12316,12751
9/1/2003,2003,9,2314,15,13466,14017,14257,14337,15011,14641,15044,13448,14599,14247,13499,13897,13476,14145,14225,14325,15144,14620,14905,13259,14321,13988,13303,13598,13122,13537,13849,13959,14649,14077,14380,12867,14003,13749,13172,13691,13210,13766,14086,13989,14774,14380,14752,13582,14242,13849,13140,13410,12954,13348,13430,13625,14453,13919,14250,12593,13618,13345,12602,12921,12395,12932,13159,13276,13992,13485,13692,12188,13275,12938,12325,12768,12362,13000,13265,13325,13870,13379,13649,12104,13106,12895,12288,12684,12197,12594,12773,12815,13561,13211,13509,12411,13068,12795,12232,12674,12316
10/1/2003,2003,10,2212,16,13891,13466,14017,14257,14337,15011,14641,15044,13448,14599,14247,13499,13897,13476,14145,14225,14325,15144,14620,14905,13259,14321,13988,13303,13598,13122,13537,13849,13959,14649,14077,14380,12867,14003,13749,13172,13691,13210,13766,14086,13989,14774,14380,14752,13582,14242,13849,13140,13410,12954,13348,13430,13625,14453,13919,14250,12593,13618,13345,12602,12921,12395,12932,13159,13276,13992,13485,13692,12188,13275,12938,12325,12768,12362,13000,13265,13325,13870,13379,13649,12104,13106,12895,12288,12684,12197,12594,12773,12815,13561,13211,13509,12411,13068,12795,12232,12674
11/1/2003,2003,11,1783,15,13464,13891,13466,14017,14257,14337,15011,14641,15044,13448,14599,14247,13499,13897,13476,14145,14225,14325,15144,14620,14905,13259,14321,13988,13303,13598,13122,13537,13849,13959,14649,14077,14380,12867,14003,13749,13172,13691,13210,13766,14086,13989,14774,14380,14752,13582,14242,13849,13140,13410,12954,13348,13430,13625,14453,13919,14250,12593,13618,13345,12602,12921,12395,12932,13159,13276,13992,13485,13692,12188,13275,12938,12325,12768,12362,13000,13265,13325,13870,13379,13649,12104,13106,12895,12288,12684,12197,12594,12773,12815,13561,13211,13509,12411,13068,12795,12232
12/1/2003,2003,12,1978,19,14173,13464,13891,13466,14017,14257,14337,15011,14641,15044,13448,14599,14247,13499,13897,13476,14145,14225,14325,15144,14620,14905,13259,14321,13988,13303,13598,13122,13537,13849,13959,14649,14077,14380,12867,14003,13749,13172,13691,13210,13766,14086,13989,14774,14380,14752,13582,14242,13849,13140,13410,12954,13348,13430,13625,14453,13919,14250,12593,13618,13345,12602,12921,12395,12932,13159,13276,13992,13485,13692,12188,13275,12938,12325,12768,12362,13000,13265,13325,13870,13379,13649,12104,13106,12895,12288,12684,12197,12594,12773,12815,13561,13211,13509,12411,13068,12795
